ID,Title,Automation Type,Created By,Created On,Estimate,Expected Result,Forecast,Milestone,Preconditions,Priority,References,Section,Section Depth,Section Description,Steps,Steps Separated,Steps Separated (Expected Result),Steps Separated (Step),Suite,Suite ID,Type,Updated By,Updated On
C28801296,Conviva Video Analytics,,Greg Caron,6/29/22 12:42,,"THEN conviva will receive a tag value of ?Home Surface? (see videoSiteSection below)
AND also for all subsequent calls related to the session
AND the following custom tags are sent:

fguid -             Unique session ID: A guid that should be automatically generated for every stream session. It is the same value we should be passing to Adobe.

med -                Media type: Should be VIDEO

pbs -                Playback scenario: Should be HLSCLOUD

plt -                Platform: Should be iphone,iPad or ANDROID_MOBILE depending  on the platform.

prt -               Partner: Should be mlb for vod, mlb_stream for live mode

state -             Media State:  N/A for vod,  ON for live mode

userId -            Okta User ID: This is redundant to CIS_SSDK_METADATA_VIEWER_ID but kept for reporting backend purposes. Either the users Okta ID, or if they are not logged on, an empty string

ver -                Version: The version of the MLB App

productType -        Product Type: Should be non-game for vod, game for live mode

contentType -        Content Type: One of either VOD, SVOD, LIVE, SLIVE or ADHOC.

autoplayType -  ""surfaceAutoplay"" for autoplay, ""N/A"" for regular play or live mode

categoryType -       Category Type: A concatenation of the title field for all of the item?s Forge tags delimited by a comma and a space. Ex: Season 2022, 2022/08/11 cws@kc, Vinnie Pasquantino, Kansas City Royals, hitting, highlight, in-game highlight, home run, Yahoo In-Game, 2-Yahoo MLB Ads Feed, Send To News MLB feed, ""Live Game"" for live mode

videoSiteSection -   Video Site Section: The section of the app that this video was viewed on. Should be the same value we pass to Adobe in the video.context field.  Should be ""Home Feed Live"" for live mode

AND the following required tags are sent:


an - CIS_SSDK_METADATA_ASSET_NAME - The Item.slug from the Forge response ex. for live mode ""2024-10-11 - Houston Astros @ Texas Rangers | HOME | VIDEO | en""

url - CIS_SSDK_METADATA_STREAM_URL - The manifest URL of the stream. Should be a .m3u8 file

lv - CIS_SSDK_METADATA_IS_LIVE - Boolean value indicating if the stream is live or not NSNumber(value: isLive).  Should be true for live mode

pn - CIS_SSDK_METADATA_PLAYER_NAME - Name of the player. iOS uses MLB.TV AVPlayer, but you may want to use something like Home Surface AVPlayer, ""ExoPlayer"" for live mode

vid - CIS_SSDK_METADATA_VIEWER_ID - The users Okta ID if logged in, otherwise empty string",,,GIVEN a USER on the Home Surface,2 - Medium Priority,"DISCO-593, HOME-644, HOME-924, HOME-1316",Home Surface/Main Page/Analytics,1,,"WHEN viewing a mixed feed or carousel module
AND an article or video autoplays
OR a video is tapped and started",,,,Home Feed,S497381,Manual,Greg Caron,10/11/24 13:51
C30157148,App brought back to focus from background will trigger a tracking call,,Sid,2/21/23 15:22,,"THEN I should see a tracking event
AND I should see pageName as ""MLB At Bat : *iPad | iPhone* : Home Feed : MLB""
AND I should not see p13n.puid as blank
AND I should see surface.pulltoRefresh as ""false""",,,"GIVEN I am on the HomeFeed on an *iPad | iPhone*
AND I am proxying the Home Feed calls
AND I am using ""adam-test"" surface config from production
AND I have the following ""ai-platform=production|baseball=qa|config=production|content=qa|user=production""  appended to the Request Header",2 - Medium Priority,,Home Surface/Main Page/Analytics,1,,"WHEN I minimize the app
AND I bring the app to foreground again",,,,Home Feed,S497381,Manual,Greg Caron,8/29/23 11:38
C30157149,Switching to home feed from another tab will trigger a tracking event,,Sid,2/21/23 15:23,,"THEN I should see a tracking event
AND I should see pageName as ""MLB At Bat : *iPad | iPhone* : Home Feed : MLB""
AND I should not see p13n.puid as blank
AND I should see surface.pulltoRefresh as ""false""",,,"GIVEN I am on the HomeFeed on an *iPad | iPhone*
AND I am proxying the Home Feed calls
AND I am using ""adam-test"" surface config from production
AND I have the following ""ai-platform=production|baseball=qa|config=production|content=qa|user=production"" appended to the Request Header",2 - Medium Priority,,Home Surface/Main Page/Analytics,1,,"WHEN I navigate to Scoreboard or any other tab
AND I return to the Home Feed",,,,Home Feed,S497381,Manual,Greg Caron,8/29/23 11:38
C30157151,Switching favorite team will trigger a tracking event,,Sid,2/21/23 15:29,,"THEN I should see a tracking event
AND I should see pageName as ""MLB At Bat : *iPad | iPhone* : Home Feed : MLB""
AND I should not see p13n.puid as blank
AND I should see surface.pulltoRefresh as ""false""",,,"GIVEN I am on the HomeFeed on an *iPad | iPhone*
AND I have the NYY as my favorite team
AND I am proxying the Home Feed calls
AND I am using ""adam-test"" surface config from production
AND I have the following ""ai-platform=production|baseball=qa|config=production|content=qa|user=production"" appended to the Request Header",2 - Medium Priority,,Home Surface/Main Page/Analytics,1,,WHEN I switch my favorite team to the Rockies,,,,Home Feed,S497381,Manual,Greg Caron,8/29/23 11:38
C30158287,Refreshing the home feed via pulling down the page will trigger an event,,Sid,2/21/23 15:39,,"THEN I should see a tracking event
AND I should see pageName as ""MLB At Bat : *iPad | iPhone* : Home Feed : MLB""
AND I should not see p13n.puid as blank
AND I should see surface.pulltoRefresh as ""true""",,,"GIVEN I am on the HomeFeed on an *iPad | iPhone*
AND I am proxying the Home Feed calls
AND I am using ""adam-test"" surface config from production
AND I have the following ""ai-platform=production|baseball=qa|config=production|content=qa|user=production"" appended to the Request Header",2 - Medium Priority,,Home Surface/Main Page/Analytics,1,,WHEN I pull down the home feed section to refresh,,,,Home Feed,S497381,Manual,Greg Caron,8/29/23 11:38
C29015029,All Surface and Content Calls - recommendations - Analytics,,Greg Caron,8/8/22 12:58,,,,,,2 - Medium Priority,DISCO-628,Home Surface/Main Page/Analytics,1,,,"1. GIVEN that I am looking at a personalized surface section
AND a puid is returned from Midfield
WHEN I tap on a video or article content recommendation

Expected Result:
THEN p13n.puid should be included in the additional data sent back to adobe analytics using the associated puid
2. GIVEN that I am looking at a personalized surface
WHEN the surface loads

Expected Result:
THEN p13n.puid should be included in the additional data sent back to adobe analytics using the associated puids as a comma separated list
3. GIVEN that I am looking at a personalized surface section
WHEN I tap on a video or article content recommendation

Expected Result:
THEN p13n.contentFlag should be included in the additional data sent back to adobe analytics with a value of true
4. GIVEN that I am looking at a personalized surface section
WHEN I tap on a video or article that is not a content recommendation

Expected Result:
THEN p13n.contentFlag should be included in the additional data sent back to adobe analytics with a value of false","1. THEN p13n.puid should be included in the additional data sent back to adobe analytics using the associated puid
2. THEN p13n.puid should be included in the additional data sent back to adobe analytics using the associated puids as a comma separated list
3. THEN p13n.contentFlag should be included in the additional data sent back to adobe analytics with a value of true
4. THEN p13n.contentFlag should be included in the additional data sent back to adobe analytics with a value of false","1. GIVEN that I am looking at a personalized surface section
AND a puid is returned from Midfield
WHEN I tap on a video or article content recommendation

2. GIVEN that I am looking at a personalized surface
WHEN the surface loads

3. GIVEN that I am looking at a personalized surface section
WHEN I tap on a video or article content recommendation

4. GIVEN that I am looking at a personalized surface section
WHEN I tap on a video or article that is not a content recommendation",Home Feed,S497381,Manual,Greg Caron,4/5/24 17:17
C33039531,All Calls - Native and Web MID's must match - Analytics,,Greg Caron,4/2/24 11:38,,"THEN the ""MID"" parameter will be sent in web (ans.mlb.com) and native (mlb.sc.omtrdc.net) analytics calls
AND it will match for all calls
AND it will only change if the app is reinstalled or app data cleared",,,GIVEN a module with web components is configured on a surface,2 - Medium Priority,"HOME-1691, HOME-1719",Home Surface/Main Page/Analytics,1,,WHEN analytics are sent for the web components,,,,Home Feed,S497381,Manual,Greg Caron,4/5/24 17:09
C30820276,All Calls - Add surface.slug to all calls - Analytics,,Greg Caron,6/8/23 16:36,,"THEN a ""surface.slug"" with the slug of the loaded surface should be present in the analytics payload",,,GIVEN a user,2 - Medium Priority,HOME-661,Home Surface/Main Page/Analytics,1,,WHEN any analytics event is sent for an action on the home surface,,,,Home Feed,S497381,Manual,Greg Caron,4/5/24 17:09
C27118078,Video headline or title display logic,,Greg Caron,4/8/22 17:21,,,,,GIVEN user on the home surface,2 - Medium Priority,DISCO-364,Home Surface/Content Carousel,0,,,"1. WHEN navigating to the Content Carousel
AND the headline from the midfield response is set to a string
Expected Result:
THEN the headline from the midfield response will display below the thumbnail
2. WHEN navigating to the Content Carousel
AND the headline from the midfield response is set to null
AND the title from the midfield response is set to a non-empty string
Expected Result:
THEN the title from the midfield response will display below the thumbnail
3. WHEN navigating to the Content Carousel
AND the headline from the midfield response is set to null
AND the title from the midfield response is set to an empty string
Expected Result:
THEN the content card / thumbnail will not display","1. THEN the headline from the midfield response will display below the thumbnail
2. THEN the title from the midfield response will display below the thumbnail
3. THEN the content card / thumbnail will not display","1. WHEN navigating to the Content Carousel
AND the headline from the midfield response is set to a string
2. WHEN navigating to the Content Carousel
AND the headline from the midfield response is set to null
AND the title from the midfield response is set to a non-empty string
3. WHEN navigating to the Content Carousel
AND the headline from the midfield response is set to null
AND the title from the midfield response is set to an empty string",Home Feed,S497381,Manual,Greg Caron,6/2/22 16:03
C27118079,Content Carousel - Side to side horizontal swiping takes you from video to video - Deprecated (covered),fasttrack-automatable,Greg Caron,4/8/22 17:21,,THEN user will able to Side to side horizontal swiping takes you from video to video,79s,Appium,Given user,3 - Low Priority,,Home Surface/Content Carousel,0,,WHEN User Navigates to Top Highlights videos Side to side,,,,Home Feed,S497381,Manual,Greg Caron,10/11/24 16:52
